rh,wspd,appT,vp,temp,vpT
24.1,0.52,75.6,0.357023391775105,0.193139128239361,0.469517065503415,T25_RH80_Wcalm-light breeze
23.8,0.49,76.6,0.357023391775105,0.193139128239361,0.469517065503415,T25_RH80_Wcalm-light breeze
24.4,1.19,73.3,0.420847561055126,0.227666121986341,0.42934881912639,T25_RH70_Wcalm-light breeze
24.2,1.67,65.2,0.420847561055126,0.227666121986341,0.42934881912639,T25_RH70_Wlight-gentle breeze
25.3,1.67,65.1,0.420847561055126,0.227666121986341,0.42934881912639,T25_RH70_Wlight-gentle breeze
24.7,2.01,64.9,0.495209982938773,0.267893999675158,0.424480008539413,T25_RH60_Wlight-gentle breeze
24.6,0.63,75.9,0.357023391775105,0.193139128239361,0.469517065503415,T25_RH80_Wcalm-light breeze
23.9,1.42,82.2,0.330139988625849,0.178595999783438,0.434163033111792,T25_RH80_Wcalm-light breeze
23.8,1.7,80,0.330139988625849,0.178595999783438,0.434163033111792,T25_RH80_Wlight-gentle breeze
24.6,1.99,73.7,0.420847561055126,0.227666121986341,0.42934881912639,T25_RH70_Wlight-gentle breeze
24.6,1.81,72.1,0.420847561055126,0.227666121986341,0.42934881912639,T25_RH70_Wlight-gentle breeze
25.1,1.24,71.8,0.420847561055126,0.227666121986341,0.42934881912639,T25_RH70_Wcalm-light breeze
24.5,0.74,77,0.357023391775105,0.193139128239361,0.469517065503415,T25_RH80_Wcalm-light breeze
24.3,0.43,78,0.357023391775105,0.193139128239361,0.469517065503415,T25_RH80_Wcalm-light breeze
25,1.28,74.2,0.420847561055126,0.227666121986341,0.42934881912639,T25_RH70_Wcalm-light breeze
25.2,1.66,63.9,0.495209982938773,0.267893999675158,0.424480008539413,T25_RH60_Wlight-gentle breeze
26.1,1.69,64.1,0.495209982938773,0.267893999675158,0.424480008539413,T25_RH60_Wlight-gentle breeze
25.3,2.14,65.7,0.420847561055126,0.227666121986341,0.42934881912639,T25_RH70_Wlight-gentle breeze
24.8,0.7,78.9,0.357023391775105,0.193139128239361,0.469517065503415,T25_RH80_Wcalm-light breeze
24.3,1.54,83.9,0.330139988625849,0.178595999783438,0.434163033111792,T25_RH80_Wlight-gentle breeze
24.3,1.9,80.6,0.330139988625849,0.178595999783438,0.434163033111792,T25_RH80_Wlight-gentle breeze
21,2.28,79.2,0.325064158930804,0.21873453478582,0.531738948151484,T20_RH80_Wlight-gentle breeze
21.1,2.39,77.5,0.325064158930804,0.21873453478582,0.531738948151484,T20_RH80_Wlight-gentle breeze
21.2,1.75,78.6,0.325064158930804,0.21873453478582,0.531738948151484,T20_RH80_Wlight-gentle breeze
21,1.15,82.8,0.325064158930804,0.21873453478582,0.531738948151484,T20_RH80_Wcalm-light breeze
21.1,0.31,83.5,0.351534235670931,0.2365461567762,0.575038618006136,T20_RH80_Wcalm-light breeze
21.3,1.39,84.5,0.325064158930804,0.21873453478582,0.531738948151484,T20_RH80_Wcalm-light breeze
21.1,1.63,74.3,0.414377122389449,0.278832915292383,0.525842764263081,T20_RH70_Wlight-gentle breeze
21.8,1.66,75.8,0.325064158930804,0.21873453478582,0.531738948151484,T20_RH80_Wlight-gentle breeze
21.1,2.31,75.9,0.325064158930804,0.21873453478582,0.531738948151484,T20_RH80_Wlight-gentle breeze
21.1,0.92,86.3,0.215269876128267,0.144854346179521,0.581344997503104,T20_RH90_Wcalm-light breeze
20.7,1.74,90.1,0.199060330761861,0.133946999837579,0.537570465366778,T20_RH90_Wlight-gentle breeze
20.8,2.27,86.7,0.199060330761861,0.133946999837579,0.537570465366778,T20_RH90_Wlight-gentle breeze
10.3,2.21,76.6,0.314666963763949,0.282385070155302,0.686472030240182,T10_RH80_Wlight-gentle breeze
10.4,2.7,74.5,0.401123247128842,0.359971745767288,0.678860089571528,T10_RH70_Wlight-gentle breeze
10.8,2.07,74.1,0.401123247128842,0.359971745767288,0.678860089571528,T10_RH70_Wlight-gentle breeze
11.1,1.42,75.7,0.314666963763949,0.282385070155302,0.686472030240182,T10_RH80_Wcalm-light breeze
11.2,0.15,78.2,0.340290393630258,0.305379775267864,0.742371663654631,T10_RH80_Wcalm-light breeze
11.1,1.38,86.3,0.19269337503313,0.17292483321513,0.694000486592835,T10_RH90_Wcalm-light breeze
10.4,1.51,73.7,0.401123247128842,0.359971745767288,0.678860089571528,T10_RH70_Wlight-gentle breeze
10.9,1.5,82.1,0.314666963763949,0.282385070155302,0.686472030240182,T10_RH80_Wlight-gentle breeze
10.4,2.3,75.3,0.314666963763949,0.282385070155302,0.686472030240182,T10_RH80_Wlight-gentle breeze
11,1.02,86.8,0.19269337503313,0.17292483321513,0.694000486592835,T10_RH90_Wcalm-light breeze
10.9,1.73,88.2,0.19269337503313,0.17292483321513,0.694000486592835,T10_RH90_Wlight-gentle breeze
10.6,2.37,84.5,0.314666963763949,0.282385070155302,0.686472030240182,T10_RH80_Wlight-gentle breeze
14.2,2.06,82.7,0.319907803519868,0.252572885079321,0.613999249707735,T15_RH80_Wlight-gentle breeze
14.5,2.85,79.3,0.319907803519868,0.252572885079321,0.613999249707735,T15_RH80_Wlight-gentle breeze
14.6,2.41,81.2,0.319907803519868,0.252572885079321,0.613999249707735,T15_RH80_Wlight-gentle breeze
14.9,1.72,80.9,0.319907803519868,0.252572885079321,0.613999249707735,T15_RH80_Wlight-gentle breeze
14.8,0.23,84.3,0.345957996616483,0.273139974581021,0.663997401800546,T15_RH80_Wcalm-light breeze
15,1.6,89.7,0.195902720839553,0.154668672826738,0.620732905775804,T15_RH90_Wlight-gentle breeze
14.6,1.61,79.4,0.319907803519868,0.252572885079321,0.613999249707735,T15_RH80_Wlight-gentle breeze
15,1.5,86.8,0.195902720839553,0.154668672826738,0.620732905775804,T15_RH90_Wlight-gentle breeze
14.3,2.42,83.4,0.319907803519868,0.252572885079321,0.613999249707735,T15_RH80_Wlight-gentle breeze
14.7,0.86,92.1,0.211855141036473,0.167263391520067,0.671279381600919,T15_RH90_Wcalm-light breeze
14.7,1.54,92.7,0.195902720839553,0.154668672826738,0.620732905775804,T15_RH90_Wlight-gentle breeze
14.5,2.3,89.6,0.195902720839553,0.154668672826738,0.620732905775804,T15_RH90_Wlight-gentle breeze
15.9,2.51,79.7,0.319907803519868,0.252572885079321,0.613999249707735,T15_RH80_Wlight-gentle breeze
16.1,3.83,77.6,0.291539139881633,0.230175321962331,0.559551255637451,T15_RH80_Wlight-gentle breeze
16.3,3.57,78.8,0.291539139881633,0.230175321962331,0.559551255637451,T15_RH80_Wlight-gentle breeze
16.5,2.45,79.4,0.319907803519868,0.252572885079321,0.613999249707735,T15_RH80_Wlight-gentle breeze
16.5,0.73,83.1,0.345957996616483,0.273139974581021,0.663997401800546,T15_RH80_Wcalm-light breeze
16.7,2.6,86.8,0.195902720839553,0.154668672826738,0.620732905775804,T15_RH90_Wlight-gentle breeze
16.4,2.36,76.7,0.319907803519868,0.252572885079321,0.613999249707735,T15_RH80_Wlight-gentle breeze
16.7,2.1,85.2,0.195902720839553,0.154668672826738,0.620732905775804,T15_RH90_Wlight-gentle breeze
16.1,3.23,82,0.291539139881633,0.230175321962331,0.559551255637451,T15_RH80_Wlight-gentle breeze
16.4,0.43,90.1,0.211855141036473,0.167263391520067,0.671279381600919,T15_RH90_Wcalm-light breeze
16.5,1.44,91.1,0.195902720839553,0.154668672826738,0.620732905775804,T15_RH90_Wcalm-light breeze
16.2,2.8,87.4,0.195902720839553,0.154668672826738,0.620732905775804,T15_RH90_Wlight-gentle breeze
17.5,4.28,76.5,0.296238241950692,0.199337676143641,0.484585602101513,T20_RH80_Wlight-gentle breeze
17.7,6.64,75.5,0.26428674686159,0.177837626931775,0.432319445025233,T20_RH80_Wgentle-fresh breeze
17.8,6.16,77,0.26428674686159,0.177837626931775,0.432319445025233,T20_RH80_Wgentle-fresh breeze
18,3.85,78,0.296238241950692,0.199337676143641,0.484585602101513,T20_RH80_Wlight-gentle breeze
17.8,1.79,81.9,0.325064158930804,0.21873453478582,0.531738948151484,T20_RH80_Wlight-gentle breeze
18.2,4.8,85.2,0.181408133769585,0.122068898266021,0.489899994230889,T20_RH90_Wlight-gentle breeze
18,4.11,75.6,0.296238241950692,0.199337676143641,0.484585602101513,T20_RH80_Wlight-gentle breeze
18.5,3.73,81.7,0.296238241950692,0.199337676143641,0.484585602101513,T20_RH80_Wlight-gentle breeze
17.6,5.23,80.5,0.26428674686159,0.177837626931775,0.432319445025233,T20_RH80_Wlight-gentle breeze
17.8,0.28,88.3,0.215269876128267,0.144854346179521,0.581344997503104,T20_RH90_Wcalm-light breeze
18.1,1.62,87.6,0.199060330761861,0.133946999837579,0.537570465366778,T20_RH90_Wlight-gentle breeze
17.7,4.5,84.4,0.296238241950692,0.199337676143641,0.484585602101513,T20_RH80_Wlight-gentle breeze
18.1,5.63,79.4,0.26428674686159,0.177837626931775,0.432319445025233,T20_RH80_Wgentle-fresh breeze
18.5,8.79,77.9,0.227898822154323,0.153352319757816,0.372796190068736,T20_RH80_Wgentle-fresh breeze
18.5,7.78,79.3,0.227898822154323,0.153352319757816,0.372796190068736,T20_RH80_Wgentle-fresh breeze
18.7,4.38,80.2,0.296238241950692,0.199337676143641,0.484585602101513,T20_RH80_Wlight-gentle breeze
18.7,3.24,83.5,0.296238241950692,0.199337676143641,0.484585602101513,T20_RH80_Wlight-gentle breeze
19.1,6.62,87.3,0.16184191889775,0.108902860762571,0.437060640483898,T20_RH90_Wgentle-fresh breeze
18.8,6.04,79.7,0.26428674686159,0.177837626931775,0.432319445025233,T20_RH80_Wgentle-fresh breeze
19.2,5.59,84.9,0.26428674686159,0.177837626931775,0.432319445025233,T20_RH80_Wgentle-fresh breeze
18.4,7.11,84.1,0.227898822154323,0.153352319757816,0.372796190068736,T20_RH80_Wgentle-fresh breeze
18.6,1.86,89.1,0.199060330761861,0.133946999837579,0.537570465366778,T20_RH90_Wlight-gentle breeze
18.8,0.55,88.9,0.215269876128267,0.144854346179521,0.581344997503104,T20_RH90_Wcalm-light breeze
18.5,4.57,86.4,0.181408133769585,0.122068898266021,0.489899994230889,T20_RH90_Wlight-gentle breeze
21.4,6.29,85.9,0.16184191889775,0.108902860762571,0.437060640483898,T20_RH90_Wgentle-fresh breeze
22.1,9.84,82.3,0.184467508553602,0.124127540850053,0.301751381293615,T20_RH80_Wgentle-fresh breeze
22.5,8.22,81.8,0.227898822154323,0.153352319757816,0.372796190068736,T20_RH80_Wgentle-fresh breeze
22.7,4.06,82.3,0.300863959132946,0.162758531021361,0.395662487282689,T25_RH80_Wlight-gentle breeze
22.6,4.57,86.4,0.184240795467322,0.0996688380718204,0.400001670286034,T25_RH90_Wlight-gentle breeze
22.5,7.87,92.1,0.139558956814846,0.0939087335696939,0.376884601135369,T20_RH90_Wgentle-fresh breeze
22,7.61,87.7,0.139558956814846,0.0939087335696939,0.376884601135369,T20_RH90_Wgentle-fresh breeze
22.5,7.08,89.9,0.139558956814846,0.0939087335696939,0.376884601135369,T20_RH90_Wgentle-fresh breeze
21.6,8.29,90.7,0.139558956814846,0.0939087335696939,0.376884601135369,T20_RH90_Wgentle-fresh breeze
22.2,3.45,90.8,0.181408133769585,0.122068898266021,0.489899994230889,T20_RH90_Wlight-gentle breeze
22.2,0.94,91.5,0.215269876128267,0.144854346179521,0.581344997503104,T20_RH90_Wcalm-light breeze
22.1,3.51,90.2,0.181408133769585,0.122068898266021,0.489899994230889,T20_RH90_Wlight-gentle breeze
25.8,6.49,79.1,0.268413546082209,0.145203814350095,0.352987348731675,T25_RH80_Wgentle-fresh breeze
26.5,10.15,75.3,0.187347941944866,0.101349712703035,0.246378971116455,T25_RH80_Wgentle-fresh breeze
26.7,7.91,76.5,0.23145742920827,0.125211644759592,0.304386814574006,T25_RH80_Wgentle-fresh breeze
26.9,3.17,77,0.300863959132946,0.162758531021361,0.395662487282689,T25_RH80_Wlight-gentle breeze
26.5,5.67,82,0.268413546082209,0.145203814350095,0.352987348731675,T25_RH80_Wgentle-fresh breeze
26.5,8.71,86.9,0.141738149684155,0.0766761598789079,0.307724988231338,T25_RH90_Wgentle-fresh breeze
26.3,8.87,82.7,0.23145742920827,0.125211644759592,0.304386814574006,T25_RH80_Wgentle-fresh breeze
26.5,8.16,84.9,0.23145742920827,0.125211644759592,0.304386814574006,T25_RH80_Wgentle-fresh breeze
25.7,8.9,84.7,0.23145742920827,0.125211644759592,0.304386814574006,T25_RH80_Wgentle-fresh breeze
26.3,4.78,84.7,0.300863959132946,0.162758531021361,0.395662487282689,T25_RH80_Wlight-gentle breeze
26.2,2.42,86.1,0.202168628955393,0.10936726739291,0.438924446979701,T25_RH90_Wlight-gentle breeze
26.2,1.9,84.3,0.330139988625849,0.178595999783438,0.434163033111792,T25_RH80_Wlight-gentle breeze
26.8,6.71,76,0.268413546082209,0.145203814350095,0.352987348731675,T25_RH80_Wgentle-fresh breeze
27.6,10.53,72.5,0.242438944084316,0.0913553964760839,0.172284445553928,T30_RH70_Wgentle-fresh breeze
27.9,7.8,72.6,0.299519141524581,0.112864251366473,0.212847360085864,T30_RH70_Wgentle-fresh breeze
27.9,2.44,74.5,0.427220013262879,0.160984258702986,0.303595461498707,T30_RH70_Wlight-gentle breeze
27.3,6.37,80.4,0.268413546082209,0.145203814350095,0.352987348731675,T25_RH80_Wgentle-fresh breeze
27.2,9.49,85.9,0.114726715531372,0.0620637704250264,0.249080979717757,T25_RH90_Wgentle-fresh breeze
27.1,9.78,81.9,0.187347941944866,0.101349712703035,0.246378971116455,T25_RH80_Wgentle-fresh breeze
27.5,8.75,83.3,0.234962145742831,0.0885380030930285,0.215233980689052,T30_RH80_Wgentle-fresh breeze
26.5,9.24,84,0.187347941944866,0.101349712703035,0.246378971116455,T25_RH80_Wgentle-fresh breeze
27,5.39,84.7,0.268413546082209,0.145203814350095,0.352987348731675,T25_RH80_Wlight-gentle breeze
26.9,3.15,85.2,0.184240795467322,0.0996688380718204,0.400001670286034,T25_RH90_Wlight-gentle breeze
27.3,1.01,80.4,0.330139988625849,0.178595999783438,0.434163033111792,T25_RH80_Wcalm-light breeze
26.9,6.76,75.9,0.268413546082209,0.145203814350095,0.352987348731675,T25_RH80_Wgentle-fresh breeze
27.7,10.74,72.4,0.242438944084316,0.0913553964760839,0.172284445553928,T30_RH70_Wstrong breeze
28,7.58,72.4,0.299519141524581,0.112864251366473,0.212847360085864,T30_RH70_Wgentle-fresh breeze
28,1.66,74.6,0.427220013262879,0.160984258702986,0.303595461498707,T30_RH70_Wlight-gentle breeze
27.5,6.91,79.8,0.272477850245061,0.102674601781105,0.249599747961228,T30_RH80_Wgentle-fresh breeze
27.2,10.01,85.6,0.114726715531372,0.0620637704250264,0.249080979717757,T25_RH90_Wgentle-fresh breeze
27.2,10.37,81.7,0.187347941944866,0.101349712703035,0.246378971116455,T25_RH80_Wgentle-fresh breeze
27.7,9.01,82.6,0.190184754883193,0.0716650691236242,0.17421624121821,T30_RH80_Wgentle-fresh breeze
26.7,9.43,83.6,0.187347941944866,0.101349712703035,0.246378971116455,T25_RH80_Wgentle-fresh breeze
27,5.75,85.5,0.164369056988108,0.0889188134658875,0.356858518613185,T25_RH90_Wgentle-fresh breeze
27,3.69,85.5,0.184240795467322,0.0996688380718204,0.400001670286034,T25_RH90_Wlight-gentle breeze
27.3,0.35,80.4,0.357023391775105,0.193139128239361,0.469517065503415,T25_RH80_Wcalm-light breeze
26.9,6.64,73.6,0.342161477296455,0.185099270704809,0.349073250797647,T25_RH70_Wgentle-fresh breeze
27.5,10.71,71.3,0.242438944084316,0.0913553964760839,0.172284445553928,T30_RH70_Wstrong breeze
27.8,7.21,72,0.299519141524581,0.112864251366473,0.212847360085864,T30_RH70_Wgentle-fresh breeze
27.9,0.85,73.9,0.462008673363649,0.174093257541358,0.328317335452013,T30_RH70_Wcalm-light breeze
27.3,7.34,79.9,0.23145742920827,0.125211644759592,0.304386814574006,T25_RH80_Wgentle-fresh breeze
27,10.33,84.9,0.187347941944866,0.101349712703035,0.246378971116455,T25_RH80_Wgentle-fresh breeze
27.1,10.72,80.5,0.187347941944866,0.101349712703035,0.246378971116455,T25_RH80_Wstrong breeze
27.4,9.01,82.7,0.187347941944866,0.101349712703035,0.246378971116455,T25_RH80_Wgentle-fresh breeze
26.5,9.48,83.7,0.187347941944866,0.101349712703035,0.246378971116455,T25_RH80_Wgentle-fresh breeze
26.8,5.97,85.4,0.164369056988108,0.0889188134658875,0.356858518613185,T25_RH90_Wgentle-fresh breeze
26.8,4.16,85.1,0.184240795467322,0.0996688380718204,0.400001670286034,T25_RH90_Wlight-gentle breeze
27.1,0.2,80,0.357023391775105,0.193139128239361,0.469517065503415,T25_RH80_Wcalm-light breeze
26.2,6.31,75.8,0.268413546082209,0.145203814350095,0.352987348731675,T25_RH80_Wgentle-fresh breeze
26.7,10.41,73.6,0.23882270295208,0.129196040692449,0.243646999488294,T25_RH70_Wgentle-fresh breeze
27,6.64,73.7,0.342161477296455,0.185099270704809,0.349073250797647,T25_RH70_Wgentle-fresh breeze
27.2,0.04,75.6,0.357023391775105,0.193139128239361,0.469517065503415,T25_RH80_Wcalm-light breeze
26.7,7.68,82.2,0.23145742920827,0.125211644759592,0.304386814574006,T25_RH80_Wgentle-fresh breeze
26.5,10.48,86.6,0.114726715531372,0.0620637704250264,0.249080979717757,T25_RH90_Wgentle-fresh breeze
26.6,10.82,82.1,0.187347941944866,0.101349712703035,0.246378971116455,T25_RH80_Wstrong breeze
27.1,8.88,83.6,0.23145742920827,0.125211644759592,0.304386814574006,T25_RH80_Wgentle-fresh breeze
26.1,9.47,85.4,0.114726715531372,0.0620637704250264,0.249080979717757,T25_RH90_Wgentle-fresh breeze
26.5,6.08,86,0.164369056988108,0.0889188134658875,0.356858518613185,T25_RH90_Wgentle-fresh breeze
26.4,4.56,86.8,0.184240795467322,0.0996688380718204,0.400001670286034,T25_RH90_Wlight-gentle breeze
26.6,0.6,81.8,0.357023391775105,0.193139128239361,0.469517065503415,T25_RH80_Wcalm-light breeze
26.3,5.78,77.4,0.268413546082209,0.145203814350095,0.352987348731675,T25_RH80_Wgentle-fresh breeze
26.9,9.95,74.2,0.23882270295208,0.129196040692449,0.243646999488294,T25_RH70_Wgentle-fresh breeze
27,6,75.1,0.268413546082209,0.145203814350095,0.352987348731675,T25_RH80_Wgentle-fresh breeze
27.5,0.76,76.5,0.362429421681594,0.136569987290511,0.331998700900273,T30_RH80_Wcalm-light breeze
27.3,8.06,82.4,0.23145742920827,0.125211644759592,0.304386814574006,T25_RH80_Wgentle-fresh breeze
27.1,10.51,86.9,0.114726715531372,0.0620637704250264,0.249080979717757,T25_RH90_Wgentle-fresh breeze
27.1,10.82,82.5,0.187347941944866,0.101349712703035,0.246378971116455,T25_RH80_Wstrong breeze
27.7,8.8,83.7,0.234962145742831,0.0885380030930285,0.215233980689052,T30_RH80_Wgentle-fresh breeze
26.8,9.47,85.4,0.114726715531372,0.0620637704250264,0.249080979717757,T25_RH90_Wgentle-fresh breeze
27.1,6.21,86.1,0.164369056988108,0.0889188134658875,0.356858518613185,T25_RH90_Wgentle-fresh breeze
27,4.91,86.3,0.184240795467322,0.0996688380718204,0.400001670286034,T25_RH90_Wlight-gentle breeze
27.3,0.93,81,0.357023391775105,0.193139128239361,0.469517065503415,T25_RH80_Wcalm-light breeze
25.8,5.09,80,0.268413546082209,0.145203814350095,0.352987348731675,T25_RH80_Wlight-gentle breeze
26.2,9.38,77,0.187347941944866,0.101349712703035,0.246378971116455,T25_RH80_Wgentle-fresh breeze
26.2,5.37,78.2,0.268413546082209,0.145203814350095,0.352987348731675,T25_RH80_Wlight-gentle breeze
27,1.48,79.3,0.330139988625849,0.178595999783438,0.434163033111792,T25_RH80_Wcalm-light breeze
27.4,8.49,83.2,0.23145742920827,0.125211644759592,0.304386814574006,T25_RH80_Wgentle-fresh breeze
27.4,10.48,86.5,0.114726715531372,0.0620637704250264,0.249080979717757,T25_RH90_Wgentle-fresh breeze
27.2,10.75,82.8,0.187347941944866,0.101349712703035,0.246378971116455,T25_RH80_Wstrong breeze
27.7,8.72,84.5,0.234962145742831,0.0885380030930285,0.215233980689052,T30_RH80_Wgentle-fresh breeze
27,9.44,85.5,0.114726715531372,0.0620637704250264,0.249080979717757,T25_RH90_Wgentle-fresh breeze
27.4,6.3,85.7,0.164369056988108,0.0889188134658875,0.356858518613185,T25_RH90_Wgentle-fresh breeze
27.2,5.13,86.2,0.164369056988108,0.0889188134658875,0.356858518613185,T25_RH90_Wlight-gentle breeze
27,1.18,82.1,0.330139988625849,0.178595999783438,0.434163033111792,T25_RH80_Wcalm-light breeze
25.7,0.14,77.5,0.357023391775105,0.193139128239361,0.469517065503415,T25_RH80_Wcalm-light breeze
25.5,0.28,76.3,0.357023391775105,0.193139128239361,0.469517065503415,T25_RH80_Wcalm-light breeze
25.4,0.47,81.6,0.357023391775105,0.193139128239361,0.469517065503415,T25_RH80_Wcalm-light breeze
25.3,0.71,83.1,0.357023391775105,0.193139128239361,0.469517065503415,T25_RH80_Wcalm-light breeze
24.8,0.44,84.9,0.357023391775105,0.193139128239361,0.469517065503415,T25_RH80_Wcalm-light breeze
24.5,1.42,83.9,0.330139988625849,0.178595999783438,0.434163033111792,T25_RH80_Wcalm-light breeze
23.4,2.93,82,0.330139988625849,0.178595999783438,0.434163033111792,T25_RH80_Wlight-gentle breeze
24.7,2.52,84.5,0.330139988625849,0.178595999783438,0.434163033111792,T25_RH80_Wlight-gentle breeze
24.8,3.05,80.5,0.300863959132946,0.162758531021361,0.395662487282689,T25_RH80_Wlight-gentle breeze
26.2,2.45,81.4,0.330139988625849,0.178595999783438,0.434163033111792,T25_RH80_Wlight-gentle breeze
25.9,1.79,85.2,0.202168628955393,0.10936726739291,0.438924446979701,T25_RH90_Wlight-gentle breeze
25.6,2.35,83.1,0.330139988625849,0.178595999783438,0.434163033111792,T25_RH80_Wlight-gentle breeze
25.5,1.04,77.8,0.330139988625849,0.178595999783438,0.434163033111792,T25_RH80_Wcalm-light breeze
25.4,0.79,76.4,0.357023391775105,0.193139128239361,0.469517065503415,T25_RH80_Wcalm-light breeze
25.3,0.73,81.2,0.357023391775105,0.193139128239361,0.469517065503415,T25_RH80_Wcalm-light breeze
25.1,0.69,83.7,0.357023391775105,0.193139128239361,0.469517065503415,T25_RH80_Wcalm-light breeze
24.7,0.7,85.1,0.218631284021695,0.1182730783881,0.474666202800722,T25_RH90_Wcalm-light breeze
24.5,1.8,83.9,0.330139988625849,0.178595999783438,0.434163033111792,T25_RH80_Wlight-gentle breeze
23.4,3.34,83,0.300863959132946,0.162758531021361,0.395662487282689,T25_RH80_Wlight-gentle breeze
24.6,2.95,84.7,0.330139988625849,0.178595999783438,0.434163033111792,T25_RH80_Wlight-gentle breeze
24.6,3.34,81.1,0.300863959132946,0.162758531021361,0.395662487282689,T25_RH80_Wlight-gentle breeze
25.9,2.04,82.6,0.330139988625849,0.178595999783438,0.434163033111792,T25_RH80_Wlight-gentle breeze
25.6,2.07,86.2,0.202168628955393,0.10936726739291,0.438924446979701,T25_RH90_Wlight-gentle breeze
25.4,2.64,83.8,0.330139988625849,0.178595999783438,0.434163033111792,T25_RH80_Wlight-gentle breeze
25.5,1.57,77.2,0.330139988625849,0.178595999783438,0.434163033111792,T25_RH80_Wlight-gentle breeze
25.4,1.05,75.8,0.330139988625849,0.178595999783438,0.434163033111792,T25_RH80_Wcalm-light breeze
25.5,0.83,79.3,0.357023391775105,0.193139128239361,0.469517065503415,T25_RH80_Wcalm-light breeze
25.3,0.66,82.4,0.357023391775105,0.193139128239361,0.469517065503415,T25_RH80_Wcalm-light breeze
24.7,0.78,85.1,0.218631284021695,0.1182730783881,0.474666202800722,T25_RH90_Wcalm-light breeze
24.5,1.88,83.9,0.330139988625849,0.178595999783438,0.434163033111792,T25_RH80_Wlight-gentle breeze
23.6,3.23,82.7,0.300863959132946,0.162758531021361,0.395662487282689,T25_RH80_Wlight-gentle breeze
24.6,2.88,84.3,0.330139988625849,0.178595999783438,0.434163033111792,T25_RH80_Wlight-gentle breeze
24.5,3.18,80.6,0.300863959132946,0.162758531021361,0.395662487282689,T25_RH80_Wlight-gentle breeze
25.7,1.66,82.9,0.330139988625849,0.178595999783438,0.434163033111792,T25_RH80_Wlight-gentle breeze
25.5,2.09,85.8,0.202168628955393,0.10936726739291,0.438924446979701,T25_RH90_Wlight-gentle breeze
25.4,2.62,83.2,0.330139988625849,0.178595999783438,0.434163033111792,T25_RH80_Wlight-gentle breeze
24.6,1.87,76.9,0.330139988625849,0.178595999783438,0.434163033111792,T25_RH80_Wlight-gentle breeze
24.6,1.22,75,0.330139988625849,0.178595999783438,0.434163033111792,T25_RH80_Wcalm-light breeze
24.8,0.82,77.9,0.357023391775105,0.193139128239361,0.469517065503415,T25_RH80_Wcalm-light breeze
24.6,0.56,81.4,0.357023391775105,0.193139128239361,0.469517065503415,T25_RH80_Wcalm-light breeze
24.1,0.71,83.2,0.357023391775105,0.193139128239361,0.469517065503415,T25_RH80_Wcalm-light breeze
24,1.63,82.4,0.330139988625849,0.178595999783438,0.434163033111792,T25_RH80_Wlight-gentle breeze
23.2,2.59,80.2,0.330139988625849,0.178595999783438,0.434163033111792,T25_RH80_Wlight-gentle breeze
24.2,2.37,80.8,0.330139988625849,0.178595999783438,0.434163033111792,T25_RH80_Wlight-gentle breeze
24.1,2.61,77.3,0.330139988625849,0.178595999783438,0.434163033111792,T25_RH80_Wlight-gentle breeze
24.9,1.16,81.9,0.330139988625849,0.178595999783438,0.434163033111792,T25_RH80_Wcalm-light breeze
24.6,1.88,85.6,0.202168628955393,0.10936726739291,0.438924446979701,T25_RH90_Wlight-gentle breeze
24.4,2.26,83.4,0.330139988625849,0.178595999783438,0.434163033111792,T25_RH80_Wlight-gentle breeze
18.6,1.93,80.7,0.325064158930804,0.21873453478582,0.531738948151484,T20_RH80_Wlight-gentle breeze
18.7,1.48,77.4,0.325064158930804,0.21873453478582,0.531738948151484,T20_RH80_Wcalm-light breeze
18.8,0.98,80.2,0.351534235670931,0.2365461567762,0.575038618006136,T20_RH80_Wcalm-light breeze
18.7,0.59,84.4,0.351534235670931,0.2365461567762,0.575038618006136,T20_RH80_Wcalm-light breeze
18.5,0.7,85.4,0.215269876128267,0.144854346179521,0.581344997503104,T20_RH90_Wcalm-light breeze
18.5,1.51,84.5,0.325064158930804,0.21873453478582,0.531738948151484,T20_RH80_Wlight-gentle breeze
17.7,2.27,81.5,0.325064158930804,0.21873453478582,0.531738948151484,T20_RH80_Wlight-gentle breeze
18.6,2.18,83,0.325064158930804,0.21873453478582,0.531738948151484,T20_RH80_Wlight-gentle breeze
18.5,2.44,77.9,0.325064158930804,0.21873453478582,0.531738948151484,T20_RH80_Wlight-gentle breeze
19.1,0.93,86.4,0.215269876128267,0.144854346179521,0.581344997503104,T20_RH90_Wcalm-light breeze
18.7,1.81,91.3,0.199060330761861,0.133946999837579,0.537570465366778,T20_RH90_Wlight-gentle breeze
18.5,2.19,88.7,0.199060330761861,0.133946999837579,0.537570465366778,T20_RH90_Wlight-gentle breeze
19.7,1.99,78.8,0.325064158930804,0.21873453478582,0.531738948151484,T20_RH80_Wlight-gentle breeze
19.8,1.68,74.9,0.414377122389449,0.278832915292383,0.525842764263081,T20_RH70_Wlight-gentle breeze
20,1.08,76.5,0.325064158930804,0.21873453478582,0.531738948151484,T20_RH80_Wcalm-light breeze
19.8,0.62,81.8,0.351534235670931,0.2365461567762,0.575038618006136,T20_RH80_Wcalm-light breeze
19.7,0.65,81.9,0.351534235670931,0.2365461567762,0.575038618006136,T20_RH80_Wcalm-light breeze
19.8,1.46,81.4,0.325064158930804,0.21873453478582,0.531738948151484,T20_RH80_Wcalm-light breeze
